id,version,date,business_line,products,plan_id,plant_cedis,address,country,group,latittude,longitude,articles,units,unit cost,income,admin_costs,production_costs
8247,Budget,2018.Feb,Snacks,Cookies,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"37,800",£1.85,"-£74,721","£29,274","£40,497"
8248,Budget,2018.Feb,Snacks,Cookies,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"56,800",£1.62,"-£99,602","£37,239","£54,885"
8249,Budget,2018.Feb,Snacks,Cookies,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"52,900",£1.90,"-£133,372","£26,454","£74,238"
8250,Budget,2018.Feb,Snacks,Cookies,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"35,700",£1.59,"-£58,218","£17,468","£39,201"
8251,Budget,2018.Feb,Snacks,Crackers,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"90,100",£2.27,"-£298,061","£52,724","£151,909"
8252,Budget,2018.Feb,Snacks,Crackers,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"54,400",£2.24,"-£149,220","£33,724","£87,880"
8253,Budget,2018.Feb,Snacks,Crackers,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"35,600",£2.28,"-£83,972","£39,704","£41,392"
8254,Budget,2018.Feb,Snacks,Crackers,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"30,000",£2.36,"-£82,424","£21,201","£49,484"
8255,Budget,2018.Feb,Snacks,Crackers,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"84,200",£2.14,"-£216,495","£32,541","£147,750"
8256,Budget,2018.Feb,Snacks,Crackers,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"17,800",£2.62,"-£44,218","£17,429","£29,240"
8257,Budget,2018.Mar,Dairy,Cheese,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"75,700",£2.28,"-£197,160","£25,893","£146,916"
8258,Budget,2018.Mar,Dairy,Cheese,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"39,100",£2.27,"-£109,294","£22,064","£66,500"
8259,Budget,2018.Mar,Dairy,Cheese,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"28,600",£2.27,"-£57,322","£23,680","£41,182"
8260,Budget,2018.Mar,Dairy,Cheese,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"32,300",£2.28,"-£69,336","£24,920","£48,800"
8261,Budget,2018.Mar,Dairy,Cheese,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"57,200",£2.39,"-£137,269","£34,466","£102,281"
8262,Budget,2018.Mar,Dairy,Cheese,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"26,300",£1.73,"-£39,343","£12,757","£32,802"
8263,Budget,2018.Mar,Dairy,Butter and margarine,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"86,800",£2.78,"-£297,575","£48,675","£192,946"
8264,Budget,2018.Mar,Dairy,Butter and margarine,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"41,100",£2.54,"-£118,284","£20,716","£83,548"
8265,Budget,2018.Mar,Dairy,Butter and margarine,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"28,900",£2.66,"-£74,578","£31,532","£45,359"
8266,Budget,2018.Mar,Dairy,Butter and margarine,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"18,100",£2.88,"-£54,862","£16,744","£35,415"
8267,Budget,2018.Mar,Dairy,Butter and margarine,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"68,400",£2.27,"-£178,902","£33,723","£121,778"
8268,Budget,2018.Mar,Dairy,Butter and margarine,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"12,500",£2.47,"-£26,233","£8,725","£22,129"
8269,Budget,2018.Mar,Breakfast and cereal,Cereal,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"84,200",£2.20,"-£243,402","£28,683","£156,724"
8270,Budget,2018.Mar,Breakfast and cereal,Cereal,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"40,000",£2.34,"-£105,576","£13,702","£80,077"
8271,Budget,2018.Mar,Breakfast and cereal,Cereal,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"39,600",£1.94,"-£74,530","£25,194","£51,683"
8272,Budget,2018.Mar,Breakfast and cereal,Cereal,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"29,800",£1.83,"-£50,916","£16,224","£38,189"
8273,Budget,2018.Mar,Breakfast and cereal,Cereal,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"56,900",£2.18,"-£140,755","£19,175","£104,613"
8274,Budget,2018.Mar,Breakfast and cereal,Cereal,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"20,500",£2.47,"-£43,994","£13,450","£37,096"
8275,Budget,2018.Mar,Breakfast and cereal,Granola,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"76,000",£2.07,"-£212,054","£38,940","£118,491"
8276,Budget,2018.Mar,Breakfast and cereal,Granola,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"64,800",£1.80,"-£153,257","£25,656","£91,065"
8277,Budget,2018.Mar,Breakfast and cereal,Granola,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"28,000",£1.63,"-£50,036","£16,897","£28,672"
8278,Budget,2018.Mar,Breakfast and cereal,Granola,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"34,200",£1.66,"-£67,939","£21,213","£35,709"
8279,Budget,2018.Mar,Breakfast and cereal,Granola,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"53,800",£1.68,"-£108,117","£17,486","£73,134"
8280,Budget,2018.Mar,Breakfast and cereal,Granola,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"18,300",£1.88,"-£35,064","£10,058","£24,366"
8281,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"65,400",£2.13,"-£168,393","£28,361","£111,196"
8282,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"54,000",£2.98,"-£175,851","£27,920","£132,805"
8283,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"40,600",£2.48,"-£103,191","£41,188","£59,336"
8284,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"28,600",£2.49,"-£78,617","£20,184","£51,093"
8285,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"41,000",£2.95,"-£141,168","£25,486","£95,633"
8286,Budget,2018.Mar,Breakfast and cereal,Pancakes,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"10,500",£2.76,"-£24,563","£9,186","£19,843"
8287,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"153,000",£1.96,"-£416,898","£70,043","£230,017"
8288,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"101,600",£1.56,"-£179,719","£35,190","£123,525"
8289,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"45,000",£1.77,"-£76,545","£27,065","£52,799"
8290,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"32,100",£2.13,"-£71,907","£23,652","£44,645"
8291,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"97,500",£1.91,"-£190,107","£44,448","£141,937"
8292,Budget,2018.Mar,Frozen foods,Four meat ravioli,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"27,300",£1.90,"-£43,059","£13,299","£38,463"
8293,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"473,600",£0.46,"-£313,389","£45,526","£172,396"
8294,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"594,600",£0.33,"-£217,362","£38,281","£157,961"
8295,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"325,400",£0.44,"-£130,966","£46,729","£96,466"
8296,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"138,600",£0.47,"-£66,283","£19,813","£45,388"
8297,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"353,700",£0.34,"-£141,153","£25,394","£94,890"
8298,Budget,2018.Mar,Frozen foods,Alfredo pasta,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"69,300",£0.46,"-£30,231","£7,573","£24,333"
8299,Budget,2018.Mar,Frozen foods,Italian meatballs,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"82,700",£2.42,"-£272,694","£39,960","£160,322"
8300,Budget,2018.Mar,Frozen foods,Italian meatballs,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"94,000",£2.16,"-£223,114","£40,734","£162,492"
8301,Budget,2018.Mar,Frozen foods,Italian meatballs,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"24,000",£2.87,"-£61,269","£28,215","£40,750"
8302,Budget,2018.Mar,Frozen foods,Italian meatballs,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"30,500",£2.36,"-£76,047","£28,286","£43,625"
8303,Budget,2018.Mar,Frozen foods,Italian meatballs,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"58,100",£2.01,"-£128,629","£27,901","£89,038"
8304,Budget,2018.Mar,Frozen foods,Italian meatballs,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"10,900",£2.75,"-£27,791","£8,852","£21,139"
8305,Budget,2018.Mar,Frozen foods,Brocoli soup,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"72,200",£2.85,"-£268,565","£48,668","£157,196"
8306,Budget,2018.Mar,Frozen foods,Brocoli soup,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"69,100",£2.83,"-£218,370","£35,106","£160,563"
8307,Budget,2018.Mar,Frozen foods,Brocoli soup,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"31,200",£2.85,"-£91,778","£30,632","£58,329"
8308,Budget,2018.Mar,Frozen foods,Brocoli soup,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"25,300",£2.86,"-£71,405","£23,408","£48,858"
8309,Budget,2018.Mar,Frozen foods,Brocoli soup,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"52,100",£2.12,"-£136,164","£28,962","£81,267"
8310,Budget,2018.Mar,Frozen foods,Brocoli soup,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"11,300",£2.40,"-£26,512","£9,415","£17,755"
8311,Budget,2018.Mar,Beverages,Soda,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"196,700",£1.44,"-£363,446","£46,438","£236,867"
8312,Budget,2018.Mar,Beverages,Soda,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"71,100",£1.93,"-£170,417","£20,311","£117,040"
8313,Budget,2018.Mar,Beverages,Soda,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"62,500",£1.90,"-£130,604","£47,569","£71,450"
8314,Budget,2018.Mar,Beverages,Soda,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"41,600",£1.77,"-£70,037","£29,739","£43,816"
8315,Budget,2018.Mar,Beverages,Soda,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"99,500",£1.63,"-£175,160","£26,159","£136,268"
8316,Budget,2018.Mar,Beverages,Soda,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"32,400",£2.04,"-£59,504","£20,650","£45,400"
8317,Budget,2018.Mar,Beverages,Water,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"67,400",£2.38,"-£183,698","£24,745","£135,874"
8318,Budget,2018.Mar,Beverages,Water,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"87,000",£2.10,"-£201,982","£43,455","£139,309"
8319,Budget,2018.Mar,Beverages,Water,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"22,600",£2.57,"-£56,166","£23,257","£34,772"
8320,Budget,2018.Mar,Beverages,Water,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"27,200",£1.86,"-£51,592","£17,313","£33,362"
8321,Budget,2018.Mar,Beverages,Water,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"63,300",£2.47,"-£167,994","£38,565","£117,976"
8322,Budget,2018.Mar,Beverages,Water,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"20,600",£2.57,"-£52,740","£17,741","£35,176"
8323,Budget,2018.Mar,Beverages,Coffee,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"139,800",£1.07,"-£178,139","£27,318","£122,363"
8324,Budget,2018.Mar,Beverages,Coffee,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"178,200",£1.13,"-£218,207","£48,645","£152,883"
8325,Budget,2018.Mar,Beverages,Coffee,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"70,000",£1.32,"-£81,432","£29,166","£63,427"
8326,Budget,2018.Mar,Beverages,Coffee,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"53,000",£1.22,"-£62,038","£21,427","£43,328"
8327,Budget,2018.Mar,Beverages,Coffee,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"139,800",£1.07,"-£178,876","£29,702","£119,984"
8328,Budget,2018.Mar,Beverages,Coffee,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"29,100",£1.00,"-£26,980","£9,491","£19,674"
8329,Budget,2018.Mar,Beverages,Tea,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"174,300",£0.87,"-£174,120","£32,584","£119,155"
8330,Budget,2018.Mar,Beverages,Tea,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"125,600",£0.84,"-£114,998","£19,969","£85,597"
8331,Budget,2018.Mar,Beverages,Tea,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"84,400",£0.94,"-£80,090","£31,300","£48,163"
8332,Budget,2018.Mar,Beverages,Tea,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"53,500",£0.80,"-£44,224","£16,723","£26,134"
8333,Budget,2018.Mar,Beverages,Tea,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"152,100",£0.82,"-£144,432","£31,856","£92,932"
8334,Budget,2018.Mar,Beverages,Tea,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"66,200",£0.66,"-£37,481","£14,993","£28,769"
8335,Budget,2018.Mar,Snacks,Chips,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"138,000",£2.11,"-£348,859","£62,774","£228,635"
8336,Budget,2018.Mar,Snacks,Chips,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"62,600",£2.16,"-£148,344","£33,886","£101,514"
8337,Budget,2018.Mar,Snacks,Chips,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"38,200",£2.04,"-£69,238","£27,002","£51,041"
8338,Budget,2018.Mar,Snacks,Chips,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"28,500",£2.09,"-£66,713","£18,895","£40,588"
8339,Budget,2018.Mar,Snacks,Chips,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"78,300",£2.20,"-£186,438","£42,092","£130,402"
8340,Budget,2018.Mar,Snacks,Chips,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"17,300",£1.98,"-£31,564","£8,616","£25,626"
8341,Budget,2018.Mar,Snacks,Cookies,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"206,200",£1.44,"-£351,345","£43,771","£253,338"
8342,Budget,2018.Mar,Snacks,Cookies,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"73,100",£2.01,"-£170,572","£33,435","£113,756"
8343,Budget,2018.Mar,Snacks,Cookies,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"68,700",£1.53,"-£103,237","£38,402","£66,773"
8344,Budget,2018.Mar,Snacks,Cookies,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"43,100",£1.64,"-£74,098","£24,035","£46,843"
8345,Budget,2018.Mar,Snacks,Cookies,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"141,400",£1.49,"-£207,273","£40,026","£170,849"
8346,Budget,2018.Mar,Snacks,Cookies,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"35,700",£1.51,"-£46,384","£18,737","£35,337"
8347,Budget,2018.Mar,Snacks,Crackers,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"80,700",£2.15,"-£206,001","£38,049","£135,507"
8348,Budget,2018.Mar,Snacks,Crackers,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"50,200",£2.99,"-£188,034","£28,416","£121,564"
8349,Budget,2018.Mar,Snacks,Crackers,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"28,600",£2.92,"-£74,207","£36,287","£47,108"
8350,Budget,2018.Mar,Snacks,Crackers,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"43,100",£2.26,"-£104,467","£39,187","£58,037"
8351,Budget,2018.Mar,Snacks,Crackers,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"48,000",£2.27,"-£117,583","£19,747","£88,981"
8352,Budget,2018.Mar,Snacks,Crackers,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"14,000",£2.91,"-£37,058","£11,904","£28,819"
8353,Budget,2018.Apr,Dairy,Cheese,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"70,700",£2.18,"-£215,149","£41,994","£112,395"
8354,Budget,2018.Apr,Dairy,Cheese,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"42,100",£1.69,"-£104,282","£14,698","£56,648"
8355,Budget,2018.Apr,Dairy,Cheese,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"37,600",£1.68,"-£61,937","£30,626","£32,441"
8356,Budget,2018.Apr,Dairy,Cheese,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"34,900",£1.99,"-£78,191","£25,677","£43,691"
8357,Budget,2018.Apr,Dairy,Cheese,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"57,700",£1.84,"-£138,964","£29,793","£76,533"
8358,Budget,2018.Apr,Dairy,Cheese,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"12,500",£1.93,"-£23,863","£6,843","£17,281"
8359,Budget,2018.Apr,Dairy,Butter and margarine,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"80,600",£2.53,"-£275,867","£35,337","£168,917"
8360,Budget,2018.Apr,Dairy,Butter and margarine,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"37,900",£2.74,"-£154,974","£21,458","£82,413"
8361,Budget,2018.Apr,Dairy,Butter and margarine,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"45,300",£2.33,"-£118,515","£47,194","£58,400"
8362,Budget,2018.Apr,Dairy,Butter and margarine,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"23,600",£2.58,"-£78,250","£22,319","£38,488"
8363,Budget,2018.Apr,Dairy,Butter and margarine,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"81,500",£2.04,"-£198,995","£34,187","£132,432"
8364,Budget,2018.Apr,Dairy,Butter and margarine,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"11,600",£2.59,"-£29,026","£9,432","£20,622"
8365,Budget,2018.Apr,Breakfast and cereal,Cereal,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"73,900",£2.57,"-£286,305","£34,985","£155,212"
8366,Budget,2018.Apr,Breakfast and cereal,Cereal,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"61,300",£2.61,"-£199,496","£35,316","£124,883"
8367,Budget,2018.Apr,Breakfast and cereal,Cereal,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"45,900",£1.96,"-£90,177","£43,033","£47,044"
8368,Budget,2018.Apr,Breakfast and cereal,Cereal,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"25,100",£2.37,"-£67,084","£22,946","£36,493"
8369,Budget,2018.Apr,Breakfast and cereal,Cereal,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"55,200",£2.33,"-£163,628","£38,653","£90,131"
8370,Budget,2018.Apr,Breakfast and cereal,Cereal,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"21,500",£2.15,"-£44,057","£16,402","£29,724"
8371,Budget,2018.Apr,Breakfast and cereal,Granola,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"96,100",£1.53,"-£240,739","£28,628","£118,524"
8372,Budget,2018.Apr,Breakfast and cereal,Granola,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"108,500",£1.78,"-£234,177","£33,133","£160,210"
8373,Budget,2018.Apr,Breakfast and cereal,Granola,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"25,300",£2.13,"-£66,344","£21,303","£32,691"
8374,Budget,2018.Apr,Breakfast and cereal,Granola,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"34,200",£2.01,"-£76,261","£21,713","£47,080"
8375,Budget,2018.Apr,Breakfast and cereal,Granola,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"47,900",£1.82,"-£119,892","£17,948","£69,466"
8376,Budget,2018.Apr,Breakfast and cereal,Granola,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"20,500",£2.01,"-£42,246","£12,809","£28,475"
8377,Budget,2018.Apr,Breakfast and cereal,Pancakes,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"90,600",£2.18,"-£285,479","£54,173","£143,706"
8378,Budget,2018.Apr,Breakfast and cereal,Pancakes,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"51,200",£2.12,"-£159,669","£22,824","£85,908"
8379,Budget,2018.Apr,Breakfast and cereal,Pancakes,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"26,900",£2.81,"-£80,045","£32,727","£42,750"
8380,Budget,2018.Apr,Breakfast and cereal,Pancakes,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"31,200",£2.14,"-£77,423","£25,998","£40,674"
8381,Budget,2018.Apr,Breakfast and cereal,Pancakes,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"61,500",£2.60,"-£212,906","£37,969","£121,650"
